,title,MFCCs,views,rating
1799,Steelin',"[[-5.93268519e+02 -5.93268519e+02 -5.93268519e+02 ... -5.91376108e+02
  -5.93023311e+02 -5.93268519e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.67006494e+00
   3.46525364e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.65153046e+00
   3.45772776e-01  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.12579737e+00
   3.22005065e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.02699341e+00
   3.16886720e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.92489456e+00
   3.11313913e-01  0.00000000e+00]]",1737,5
1800,Hi Ho Silver Lining,"[[-539.54922936 -539.54922936 -539.54922936 ... -539.54922936
  -539.54922936 -539.54922936]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",87874,4.9321265
1801,Plynth (Water Down The Drain),"[[-438.08820611 -438.08820611 -438.08820611 ... -392.42745814
  -411.3237567  -430.75869157]
 [   0.            0.            0.         ...   50.25207826
    31.32288981    9.8941817 ]
 [   0.            0.            0.         ...   22.56508405
    18.18548585    8.59504282]
 ...
 [   0.            0.            0.         ...   -7.07149129
    -2.55965873   -5.6800933 ]
 [   0.            0.            0.         ...   -7.92543137
    -5.43015453   -6.69198882]
 [   0.            0.            0.         ...   -9.8019484
    -9.58280775   -7.10701561]]",11120,4.9285712
1802,Rock My Plimsoul,"[[-515.11489143 -515.11489143 -515.11489143 ... -515.11489143
  -515.11489143 -515.11489143]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",223712,4.9467788
1803,Too Much To Lose,"[[-588.00223368 -588.00223368 -588.00223368 ... -561.71301813
  -588.00223368 -588.00223368]
 [   0.            0.            0.         ...   35.45439797
     0.            0.        ]
 [   0.            0.            0.         ...   30.7740405
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    5.52622728
     0.            0.        ]
 [   0.            0.            0.         ...    4.78011221
     0.            0.        ]
 [   0.            0.            0.         ...    4.00114918
     0.            0.        ]]",6307,4.8064518
1804,The Final Peace,"[[-6.25068661e+02 -6.25068661e+02 -6.25001589e+02 ... -6.25068661e+02
  -6.25068661e+02 -6.25068661e+02]
 [ 0.00000000e+00  0.00000000e+00  9.48474538e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  9.48260277e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  9.41412454e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  9.39916693e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  9.38279384e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",19119,4.6999998
1805,All Shook Up,"[[-534.13235461 -534.13235461 -534.13235461 ... -534.13235461
  -534.13235461 -534.13235461]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",157549,4.8863049
1806,You Shook Me,"[[-590.90037925 -590.90037925 -590.90037925 ... -590.90037925
  -590.90037925 -590.90037925]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",113892,4.8625002
1807,Blast From The East,"[[-543.24521853 -543.24521853 -528.57846791 ... -543.24521853
  -543.24521853 -543.24521853]
 [   0.            0.            6.52873191 ...    0.
     0.            0.        ]
 [   0.            0.          -13.33592538 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            1.47047844 ...    0.
     0.            0.        ]
 [   0.            0.           -5.1347929  ...    0.
     0.            0.        ]
 [   0.            0.           -3.34748686 ...    0.
     0.            0.        ]]",39574,4.9470201
1808,Space For The Papa,"[[-499.48801709 -499.48801709 -499.48801709 ... -405.20373244
  -416.54031238 -472.89852627]
 [   0.            0.            0.         ...   85.98276466
    83.35776534   35.42946472]
 [   0.            0.            0.         ...   28.4753473
    34.2514673    29.94677897]
 ...
 [   0.            0.            0.         ...   -9.91768622
   -12.15546618   -3.97992673]
 [   0.            0.            0.         ...   -8.16418993
   -10.07690577   -3.83891803]
 [   0.            0.            0.         ...  -11.34879436
    -3.76900499   -2.95837238]]",168989,4.8860016
1809,Another Place,"[[-538.20461913 -538.20461913 -538.20461913 ... -538.20461913
  -538.20461913 -538.20461913]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",15334,5
1810,Angel (Footsteps),"[[-554.65777978 -554.65777978 -548.94178559 ... -554.65777978
  -554.65777978 -554.65777978]
 [   0.            0.            3.21671755 ...    0.
     0.            0.        ]
 [   0.            0.           -2.98893528 ...    0.
     0.            0.        ]
 ...
 [   0.            0.           -2.44451575 ...    0.
     0.            0.        ]
 [   0.            0.           -1.36414346 ...    0.
     0.            0.        ]
 [   0.            0.            2.08947327 ...    0.
     0.            0.        ]]",605599,4.9248886
1811,Rosebud,"[[-506.25372765 -506.25372765 -506.25372765 ... -499.15548995
  -504.6235398  -506.25372765]
 [   0.            0.            0.         ...    9.73336176
     2.23599882    0.        ]
 [   0.            0.            0.         ...    8.84395698
     2.03334714    0.        ]
 ...
 [   0.            0.            0.         ...   -4.95992685
    -1.22051971    0.        ]
 [   0.            0.            0.         ...   -5.58359795
    -1.3991016     0.        ]
 [   0.            0.            0.         ...   -5.76516123
    -1.48063957    0.        ]]",15852,4.7679181
1812,Loose Cannon,"[[-509.79520307 -509.79520307 -509.79520307 ... -509.79520307
  -509.79520307 -509.79520307]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",28466,4.7798166
1813,Teenage Combo,"[[-684.52185215 -682.95646983 -680.79863267 ... -682.3229526
  -682.41034073 -683.08665995]
 [   0.            2.21172618    5.25919337 ...    3.10510999
     2.98332324    2.02837381]
 [   0.            2.20555599    5.24052131 ...    3.09134557
     2.97492092    2.02449387]
 ...
 [   0.            2.01279707    4.66643824 ...    2.68581764
     2.71552913    1.90299981]
 [   0.            1.97182634    4.54674653 ...    2.60561774
     2.66118127    1.87710275]
 [   0.            1.92743815    4.41800297 ...    2.52104459
     2.60261645    1.84901503]]",761,3.4000001
1814,Patchwork Lives,"[[-603.3559733  -603.3559733  -602.63957551 ... -601.34025252
  -602.10785786 -602.66680591]
 [   0.            0.            1.01269938 ...    2.84782127
     1.76434917    0.97429823]
 [   0.            0.            1.01137971 ...    2.83933567
     1.76209261    0.97330372]
 ...
 [   0.            0.            0.96959105 ...    2.58957609
     1.69088824    0.94179461]
 [   0.            0.            0.96056317 ...    2.54008889
     1.67556888    0.93498308]
 [   0.            0.            0.9507219  ...    2.48779161
     1.65889463    0.92755602]]",745,3.7692308
1815,Bong,"[[-578.81561169 -578.81561169 -578.81561169 ... -578.30061439
  -578.16907657 -577.94342533]
 [   0.            0.            0.         ...    0.72805325
     0.91352987    1.2320061 ]
 [   0.            0.            0.         ...    0.72726486
     0.91110521    1.22765539]
 ...
 [   0.            0.            0.         ...    0.70228986
     0.83503741    1.09178829]
 [   0.            0.            0.         ...    0.69689177
     0.81878615    1.06292318]
 [   0.            0.            0.         ...    0.69100627
     0.80114496    1.03165591]]",3022,4.8222222
1816,Kyphos,"[[-5.84563072e+02 -5.84563072e+02 -5.83638686e+02 ... -5.83621796e+02
  -5.83797516e+02 -5.84233298e+02]
 [ 0.00000000e+00  0.00000000e+00  1.30687072e+00 ...  1.33047934e+00
   1.08171828e+00  4.65912903e-01]
 [ 0.00000000e+00  0.00000000e+00  1.30564592e+00 ...  1.32842296e+00
   1.07889696e+00  4.64540235e-01]
 ...
 [ 0.00000000e+00  0.00000000e+00  1.26683229e+00 ...  1.26332585e+00
   9.90260329e-01  4.21520058e-01]
 [ 0.00000000e+00  0.00000000e+00  1.25843946e+00 ...  1.24926766e+00
   9.71291685e-01  4.12340517e-01]
 [ 0.00000000e+00  0.00000000e+00  1.24928728e+00 ...  1.23394502e+00
   9.50687461e-01  4.02380554e-01]]",1408,4.4285712
1817,It's Not What You Know,"[[-5.27294475e+02 -5.27034450e+02 -5.11500567e+02 ... -4.54860665e+02
  -5.20052574e+02 -5.27294475e+02]
 [ 0.00000000e+00  3.65378871e-01  2.15366445e+01 ...  5.08639926e+01
   7.20495998e+00  0.00000000e+00]
 [ 0.00000000e+00  3.58371362e-01  1.94774273e+01 ...  6.61222875e+00
   4.82975092e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  1.67172823e-01  1.89228616e+00 ...  3.50957607e+00
   5.19176408e+00  0.00000000e+00]
 [ 0.00000000e+00  1.33215351e-01  4.78022843e-01 ...  1.10293394e+01
   7.20740866e+00  0.00000000e+00]
 [ 0.00000000e+00  9.89568867e-02  7.42303729e-02 ...  7.42985518e+00
   4.55504625e+00  0.00000000e+00]]",3841,5
1818,Bruises,"[[-609.99285353 -609.99285353 -609.99285353 ... -609.99285353
  -609.99285353 -609.99285353]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",7483,4.8688526
1819,Stockholm,"[[-586.47445677 -586.47445677 -586.47445677 ... -586.47445677
  -586.47445677 -586.47445677]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",46858,4.9635258
1820,Missing Parts Of Famous People,"[[-686.68185919 -683.54749977 -679.75661305 ... -683.71416603
  -683.62269366 -683.4348538 ]
 [   0.            4.42689455    9.73968132 ...    4.19269592
     4.32163595    4.58658674]
 [   0.            4.40965198    9.58083123 ...    4.17994693
     4.3076253     4.57049565]
 ...
 [   0.            3.88454641    6.39012423 ...    3.7867294
     3.87607537    4.07566731]
 [   0.            3.77634976    5.99349492 ...    3.70443538
     3.78591008    3.97249115]
 [   0.            3.66049228    5.62320888 ...    3.61579407
     3.68885309    3.86151676]]",798,3.4000001
1821,I Take You To Sleep,"[[-593.49158342 -593.49158342 -593.49158342 ... -593.49158342
  -593.49158342 -593.49158342]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",5108,5
1822,Exit Body_ Exit Mind,"[[-6.61746137e+02 -6.59551186e+02 -6.56507342e+02 ... -6.61746137e+02
  -6.61681597e+02 -6.61746137e+02]
 [ 0.00000000e+00  3.09990457e+00  7.38899590e+00 ...  0.00000000e+00
   9.12661258e-02  0.00000000e+00]
 [ 0.00000000e+00  3.08725897e+00  7.32990578e+00 ...  0.00000000e+00
   9.12455088e-02  0.00000000e+00]
 ...
 [ 0.00000000e+00  2.70453576e+00  5.62165609e+00 ...  0.00000000e+00
   9.05865831e-02  0.00000000e+00]
 [ 0.00000000e+00  2.62628413e+00  5.29181144e+00 ...  0.00000000e+00
   9.04426548e-02  0.00000000e+00]
 [ 0.00000000e+00  2.54273810e+00  4.94708342e+00 ...  0.00000000e+00
   9.02851061e-02  0.00000000e+00]]",968,4.2727275
1823,Beatlemania,"[[-593.23308588 -593.23308588 -593.23308588 ... -175.82121947
  -153.79426563 -157.18612205]
 [   0.            0.            0.         ...   86.54099941
    97.18653768   97.086979  ]
 [   0.            0.            0.         ...  -47.83565289
   -39.05659741  -30.43424555]
 ...
 [   0.            0.            0.         ...   -9.18470123
     1.20144085    2.43107791]
 [   0.            0.            0.         ...   -5.40616332
    -2.83193505   -2.10935569]
 [   0.            0.            0.         ...    6.26591028
     3.48693932    1.00922728]]",4145,5
1824,How Much Longer Must We Tolerate Mass Culture,"[[-616.40728302 -615.16132107 -614.03100471 ... -614.90039792
  -614.42516527 -614.9552367 ]
 [   0.            1.76152512    3.35811259 ...    2.12983893
     2.80058973    2.05216421]
 [   0.            1.75993226    3.35076875 ...    2.126186
     2.79295563    2.0481495 ]
 ...
 [   0.            1.70944956    3.12604615 ...    2.01107833
     2.55653419    1.9223634 ]
 [   0.            1.69853219    3.07944417 ...    1.98635571
     2.50680661    1.89553281]
 [   0.            1.68662653    3.02940933 ...    1.95946469
     2.45314133    1.86642489]]",775,4.1428571
1825,Music,"[[-535.12731671 -535.12731671 -535.12731671 ... -535.12731671
  -535.12731671 -535.12731671]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",60820,4.9452887
1826,Amplifier,"[[-578.69220585 -578.69220585 -578.69220585 ... -578.69220585
  -578.69220585 -578.69220585]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2414,5
1827,Get Better,"[[-5.79652616e+02 -5.79652616e+02 -5.79652616e+02 ... -5.79368776e+02
  -5.79652616e+02 -5.79652616e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.01137870e-01
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.00322235e-01
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.74512520e-01
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.68941374e-01
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.62870226e-01
   0.00000000e+00  0.00000000e+00]]",35726,4.98
1828,Reprise,"[[-6.42929906e+02 -6.42929906e+02 -6.42929906e+02 ... -6.31125127e+02
  -6.42852532e+02 -6.42929906e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.63308891e+01
   1.09414293e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.52768456e+01
   1.09389577e-01  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.76880147e-01
   1.08599624e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  6.75028330e-02
   1.08427076e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -5.32727917e-02
   1.08238199e-01  0.00000000e+00]]",2403,5
1829,Penguins,"[[-5.85651704e+02 -5.85651704e+02 -5.85185413e+02 ... -5.85651704e+02
  -5.85651704e+02 -5.85651704e+02]
 [ 0.00000000e+00  0.00000000e+00  6.58186607e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  6.54455760e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  5.48293335e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  5.28247790e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  5.07491283e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",1391,4.5999999
1830,Partial,"[[-574.36189967 -574.36189967 -574.36189967 ... -574.36189967
  -574.36189967 -574.36189967]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2516,4.2359552
1831,Working For Him,"[[-5.76615644e+02 -5.52943148e+02 -5.40260476e+02 ... -5.77058257e+02
  -5.77058257e+02 -5.77058257e+02]
 [ 6.25077656e-01  3.27921445e+01  4.93578606e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 6.22464037e-01  2.91211414e+01  4.20390233e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 5.41094631e-01  2.36407508e+00  2.22114563e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.23872613e-01  2.49553796e+00  2.86714856e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 5.05244292e-01  2.48442442e+00  3.08144919e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",1425,4.2941175
1832,Fishes Eyes,"[[-5.70959546e+02 -5.70959546e+02 -5.70959546e+02 ... -5.70745890e+02
  -5.70959546e+02 -5.70959546e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.01950371e-01
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.01336413e-01
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.81908547e-01
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.77714952e-01
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.73144989e-01
   0.00000000e+00  0.00000000e+00]]",49900,4.9480519
1833,Part 4,"[[-543.30940458 -451.80717917 -415.12811879 ... -563.58541704
  -563.58541704 -563.58541704]
 [  27.84426443  122.09725525  145.77839292 ...    0.
     0.            0.        ]
 [  25.47231268   58.93282569   51.83520432 ...    0.
     0.            0.        ]
 ...
 [   3.63679129   -4.38787774   -4.98538536 ...    0.
     0.            0.        ]
 [   4.73708676    0.68203665   -0.78217197 ...    0.
     0.            0.        ]
 [   6.22790935    7.4139084     7.83752801 ...    0.
     0.            0.        ]]",1483,4.6190476
1834,Big,"[[-535.12731671 -535.12731671 -535.12731671 ... -535.12731671
  -535.12731671 -535.12731671]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",60820,4.9452887
1835,You Were Lying When You Said You Loved Me,"[[-554.41601365 -554.41601365 -554.41601365 ... -554.41601365
  -554.41601365 -554.41601365]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2504,4.7333331
1836,I'm Set Free,"[[-5.89556899e+02 -5.89556899e+02 -5.89556899e+02 ... -5.25056385e+02
  -5.33664736e+02 -5.50234087e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  6.44481515e+01
   5.50466458e+01  3.87693094e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.19407211e+01
   8.79282909e+00  5.23167334e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -5.78577108e+00
  -3.47187022e+00 -3.93353674e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.98328723e+00
  -3.84409975e+00 -5.02498499e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.98593889e+00
   1.95761258e+00  6.21195841e+00]]",2266,5
1837,Lick It Up,"[[-4.51578694e+02 -4.45709546e+02 -4.27651153e+02 ... -4.47658161e+02
  -4.49288672e+02 -4.51524215e+02]
 [ 0.00000000e+00  8.25688925e+00  3.24738553e+01 ...  5.53030698e+00
   3.23140896e+00  7.68991090e-02]
 [ 0.00000000e+00  8.12806604e+00  2.87572703e+01 ...  5.48791013e+00
   3.20993707e+00  7.64646898e-02]
 ...
 [ 0.00000000e+00  4.83233575e+00  7.02852003e+00 ...  4.20242483e+00
   2.55338442e+00  6.29900839e-02]
 [ 0.00000000e+00  4.29174260e+00  5.93249341e+00 ...  3.93907458e+00
   2.41746475e+00  6.01511950e-02]
 [ 0.00000000e+00  3.75995256e+00  4.60880561e+00 ...  3.65773186e+00
   2.27167972e+00  5.70859106e-02]]",371,4.1999998
1838,The Least I Could Do,"[[-4.72552000e+02 -4.71910526e+02 -4.64285222e+02 ... -4.67352154e+02
  -4.69387064e+02 -4.71532855e+02]
 [ 0.00000000e+00  8.80176380e-01  1.14971223e+01 ...  7.23552466e+00
   4.37312882e+00  1.38927027e+00]
 [ 0.00000000e+00  8.00786404e-01  1.09258997e+01 ...  6.88942617e+00
   4.07345457e+00  1.23700079e+00]
 ...
 [ 0.00000000e+00 -6.89507462e-01 -6.13067773e-01 ...  6.73059054e-01
  -6.67697370e-01 -1.28838772e+00]
 [ 0.00000000e+00 -8.07820508e-01 -1.79344258e+00 ...  1.43373168e-01
  -9.15565340e-01 -1.40507416e+00]
 [ 0.00000000e+00 -8.77731202e-01 -2.69369848e+00 ... -2.40751217e-01
  -1.01781962e+00 -1.42012172e+00]]",420,4.5555553
1839,It's Time To Go,"[[-489.16923604 -489.16923604 -485.60139519 ... -485.24069565
  -485.78503364 -486.55115628]
 [   0.            0.            4.86162596 ...    5.53672908
     4.7730101     3.69357024]
 [   0.            0.            4.33958956 ...    5.47971851
     4.7341843     3.66677336]
 ...
 [   0.            0.           -1.56164798 ...    3.79791961
     3.56763179    2.85862318]
 [   0.            0.           -1.98974143 ...    3.46508265
     3.3313685     2.69416548]
 [   0.            0.           -2.38135611 ...    3.11415577
     3.08007134    2.51891871]]",608,4.6666665
1840,Gotta Find Someone Better,"[[-549.10984158 -549.10984158 -549.10984158 ... -545.94951268
  -549.10984158 -549.10984158]
 [   0.            0.            0.         ...    4.36787505
     0.            0.        ]
 [   0.            0.            0.         ...    4.08956169
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    2.54165132
     0.            0.        ]
 [   0.            0.            0.         ...    2.28656273
     0.            0.        ]
 [   0.            0.            0.         ...    1.86750655
     0.            0.        ]]",29731,4.7808218
1841,Soul Gathering,"[[-496.58548625 -496.58548625 -496.58548625 ... -496.58548625
  -496.58548625 -496.58548625]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",19946,5
1842,Keep Moving On,"[[-5.04475053e+02 -5.04475053e+02 -5.04475053e+02 ... -4.40424097e+02
  -4.39219200e+02 -4.56154639e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  6.13658573e+01
   5.70611012e+01  4.54671580e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.84557485e+01
   1.06049981e+01  1.09390554e+01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.10494757e-01
  -4.33673297e+00 -4.40879020e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.32024203e+00
  -6.00207343e+00 -3.79111614e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -8.69773666e-01
   2.82760246e+00 -4.16288790e-01]]",22402,4.9619045
1843,It's Gonna Be O.K.,"[[-495.747344 -495.747344 -495.747344 ... -495.747344 -495.747344
  -495.747344]
 [   0.          0.          0.       ...    0.          0.
     0.      ]
 [   0.          0.          0.       ...    0.          0.
     0.      ]
 ...
 [   0.          0.          0.       ...    0.          0.
     0.      ]
 [   0.          0.          0.       ...    0.          0.
     0.      ]
 [   0.          0.          0.       ...    0.          0.
     0.      ]]",8494,4.8961039
1844,Wild Time,"[[-4.72139004e+02 -4.71887766e+02 -2.28627892e+02 ... -4.72139004e+02
  -4.72139004e+02 -4.72139004e+02]
 [ 0.00000000e+00  8.67867046e-02  8.17142187e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00 -2.88583694e-01  1.02560242e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00 -1.42605135e-01 -1.42510945e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00 -2.80442067e-01 -4.54900390e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  5.12285666e-02 -5.22157777e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",918,4.3103447
1845,Brother Jacob,"[[-475.69268372 -475.69268372 -475.69268372 ... -475.69268372
  -475.69268372 -475.69268372]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",3077,5
1846,Musically On Top,"[[-491.41551784 -491.41551784 -491.41551784 ... -491.41551784
  -491.41551784 -491.41551784]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",8100,4.826087
